State,AccountLength,AreaCode,InternationalPlan,VoiceMailPlan,TotalDayMinutes,TotalEveMinutes,CustomerServiceCalls,Churn
CT,99,408,no,no,95.4,207.2,1,FALSE
CO,76,408,no,yes,214.6,205.2,1,FALSE
KS,167,415,no,no,131.6,211.3,4,TRUE
NJ,129,415,no,no,168.4,217.1,1,FALSE
FL,116,408,no,no,146.4,176.6,1,FALSE
CA,60,415,yes,no,183,206.7,1,FALSE
KS,128,415,no,no,103.3,245.9,0,FALSE
TX,47,408,no,yes,112.2,154.8,0,FALSE
MN,40,510,yes,no,170.7,179.1,3,FALSE
AK,173,510,no,no,172.5,142.6,0,FALSE
OR,157,510,no,yes,194.3,243.2,1,FALSE
MS,66,408,no,yes,187.8,129.8,2,FALSE
VT,50,415,yes,yes,307.1,289.4,0,FALSE
UT,72,415,no,no,118.2,167.2,3,FALSE
KS,130,510,no,no,154,205.9,1,FALSE
NV,143,408,no,no,155.5,213.4,1,FALSE
DE,89,510,yes,no,125.6,213,1,FALSE
IN,108,415,no,no,199.3,224.2,0,FALSE
TX,32,408,no,no,157.9,180.8,1,FALSE
MA,166,415,no,no,203.4,167.7,2,FALSE
VT,109,408,no,no,222.2,218.5,1,FALSE
CA,72,408,no,yes,92.8,271.2,1,FALSE
IA,134,415,no,yes,216.8,102.2,0,FALSE
NH,13,415,no,no,193.2,194.4,4,FALSE
GA,90,415,no,no,113.2,189.3,3,FALSE
WI,111,415,no,yes,166.2,238.8,3,FALSE
CO,101,408,no,yes,262.2,157,1,FALSE
SC,72,415,no,no,207.8,195.7,0,FALSE
MI,67,510,no,yes,245.4,148.2,1,FALSE
MD,172,408,no,no,287.1,178.4,3,TRUE
IN,154,510,no,yes,192.3,165.3,2,FALSE
ME,69,510,no,no,194.2,242.1,2,FALSE
DC,123,415,no,no,211,217,3,FALSE
TN,130,415,no,yes,141.9,228.9,0,FALSE
FL,142,415,no,yes,220.5,239.5,2,FALSE
WA,29,415,no,no,157.4,145,1,FALSE
HI,87,408,no,yes,143.5,223.5,0,FALSE
NE,149,415,no,no,156,56,0,FALSE
TN,146,408,yes,no,160.1,208.4,2,FALSE
MD,88,415,yes,no,235.1,251.8,4,TRUE
NM,119,415,yes,yes,160,209.5,5,TRUE
VT,48,510,no,no,188.4,165.9,1,FALSE
OR,135,415,no,no,194.8,235.3,1,FALSE
IN,100,510,no,no,247.8,130,1,FALSE
MO,98,415,no,no,221.2,213.6,4,FALSE
FL,75,510,no,yes,118.5,213.9,2,FALSE
DC,180,415,no,yes,231.8,232.9,1,FALSE
VT,100,415,no,yes,215.9,257.9,1,FALSE
OH,119,415,no,yes,217.1,220.8,2,FALSE
MO,86,415,no,no,83.5,221.1,0,FALSE
LA,155,408,no,yes,183.3,205.1,1,FALSE
IL,78,415,yes,no,236.8,265.3,1,TRUE
NJ,153,415,no,no,193.8,195.3,1,FALSE
IA,92,510,no,yes,134,206,0,FALSE
WA,13,510,no,yes,176.6,172.7,2,FALSE
NE,154,415,no,no,191.4,205.4,3,FALSE
CT,144,510,yes,yes,174.8,219.6,0,FALSE
WV,48,408,no,no,275.2,180.2,1,FALSE
ND,94,408,no,no,174,241.1,1,FALSE
UT,139,415,no,no,165,249.7,1,FALSE
MS,126,415,no,no,228.7,168.7,1,FALSE
MN,122,415,no,no,107.9,235.8,2,FALSE
NH,139,510,no,no,221.3,157.8,1,FALSE
LA,95,415,no,no,141.1,211.4,3,FALSE
ME,80,408,no,yes,166.4,238.3,4,FALSE
KS,131,415,no,yes,249.6,227.2,3,FALSE
KS,36,510,no,no,178.6,213.1,1,FALSE
NV,180,510,no,no,139,224.9,2,FALSE
MT,25,415,no,no,134.3,202.3,2,FALSE
MT,113,415,no,no,215.9,240.1,3,FALSE
ID,88,415,no,yes,181.6,213.2,1,FALSE
AK,120,415,no,no,178.4,168.3,1,FALSE
UT,74,415,no,no,106.4,140.2,1,FALSE
AR,109,510,no,no,170.7,240.2,2,FALSE
LA,162,510,no,yes,184.5,183.2,0,FALSE
KS,124,510,no,yes,161.2,204.2,1,FALSE
OR,177,408,no,no,84.9,257.5,2,FALSE
WI,91,510,no,no,217.9,230.1,1,FALSE
CO,105,408,no,no,270.9,226.2,0,TRUE
KS,24,510,no,no,243,183.9,0,TRUE
IL,48,510,no,no,128.2,48.1,0,FALSE
IA,86,408,no,no,126.3,168.8,2,FALSE
AZ,163,510,no,no,178.7,215.7,4,FALSE
NE,91,510,no,no,159,255.1,0,FALSE
ID,56,510,no,no,150.9,161.8,3,FALSE
OH,147,415,yes,yes,219.9,208.5,3,FALSE
TX,64,415,no,no,168,192.4,2,FALSE
TN,108,510,no,yes,162.1,171.8,4,TRUE
OK,159,510,no,no,198.8,195.5,5,FALSE
ND,136,510,yes,no,256.8,230.1,3,FALSE
MT,116,415,no,yes,182.8,212.7,1,FALSE
NC,45,408,no,yes,196.8,254.2,1,FALSE
MN,122,415,no,no,140.1,231.4,2,FALSE
MN,138,415,no,no,194.3,189.9,5,FALSE
MA,132,415,no,no,117.6,214,1,FALSE
PA,101,415,yes,no,193.7,186.6,0,FALSE
GA,58,510,no,no,243.1,231.4,2,FALSE
NV,81,415,no,no,145.4,129.3,1,FALSE
TX,87,415,no,no,169.1,169.9,3,FALSE
ME,116,510,no,no,229.3,184.5,2,FALSE
RI,85,415,yes,no,197.2,211.7,4,FALSE
MN,62,510,no,yes,186.4,201,2,TRUE
NH,90,415,no,no,76.1,290.3,0,FALSE
TN,98,415,no,no,162.8,185,2,FALSE
UT,73,415,no,no,182.3,199.2,1,FALSE
RI,107,510,yes,no,194.4,247.8,2,FALSE
NH,55,408,no,yes,189.3,118.6,2,FALSE
AK,76,415,no,yes,160.1,168.7,3,FALSE
NC,30,510,no,no,145,240.7,3,FALSE
AZ,157,415,no,no,220.7,119.3,4,FALSE
MA,40,408,no,yes,224.7,134.5,1,TRUE
TN,72,408,no,no,147,162.3,1,FALSE
WY,95,415,no,yes,260.8,213.4,1,FALSE
IA,42,415,no,no,155.4,164.1,0,FALSE
IN,86,415,no,no,166.2,255.3,1,FALSE
NJ,131,415,no,no,211.8,260.5,0,FALSE
FL,55,510,no,yes,130.5,208.4,4,TRUE
MT,74,415,no,no,162.7,292,0,FALSE
ND,81,408,yes,yes,237.1,264.2,1,FALSE
MI,81,408,no,no,166.2,217.6,4,FALSE
MT,28,415,no,no,121.7,125.8,6,TRUE
AL,111,510,no,no,176.4,201,0,FALSE
NV,3,510,no,yes,67.4,244,2,FALSE
MI,51,415,no,no,229.7,336,1,TRUE
FL,68,415,no,yes,176,277.9,1,FALSE
NY,163,408,no,no,247.7,269.5,0,TRUE
KS,87,510,no,no,115.4,262.6,2,FALSE
NC,58,510,no,no,112.2,209.6,0,TRUE
MN,109,408,no,no,162.6,154,0,FALSE
RI,111,415,no,no,229.4,214.1,4,FALSE
UT,144,415,no,no,139.6,124.2,2,FALSE
OR,135,415,no,no,263.8,251.3,5,TRUE
SC,109,415,no,yes,217.5,233.7,4,FALSE
IL,107,415,no,yes,114.3,199.8,1,FALSE
OH,149,408,no,no,196.3,136.8,2,FALSE
MA,56,510,no,no,253.2,188,1,FALSE
OR,129,408,no,no,98,240.7,0,FALSE
CA,92,408,no,no,249.4,211.5,0,FALSE
WV,67,415,no,yes,129.6,233,1,FALSE
VT,120,415,no,no,221.3,267.6,0,FALSE
ID,166,415,no,no,220.7,177.8,1,FALSE
OR,66,408,no,no,87.6,262,1,FALSE
GA,76,408,no,no,203.6,161.7,0,FALSE
ME,79,415,no,no,213.6,234.9,2,FALSE
HI,98,415,no,yes,181.6,220.7,2,FALSE
AZ,141,510,no,yes,215.4,328.7,1,FALSE
UT,49,415,no,no,266.3,207.8,2,TRUE
IA,46,510,no,no,199.2,175.1,3,FALSE
CT,137,415,no,no,115,137.8,3,FALSE
WA,171,408,no,no,270.5,230,1,TRUE
VA,10,415,no,no,222.2,153.1,1,FALSE
CO,88,510,no,no,61.9,262.6,3,FALSE
LA,89,415,no,no,141.1,249.1,2,FALSE
TX,82,415,no,no,189.2,184.4,3,TRUE
SD,139,510,no,no,196,186,3,FALSE
VA,87,415,no,no,171.6,205,0,FALSE
NY,137,415,yes,no,174,161.3,2,FALSE
WA,45,510,no,no,78.6,187.3,1,TRUE
WI,90,415,no,no,200.9,164.3,1,FALSE
TN,103,415,no,no,141.3,253.6,1,FALSE
CT,100,415,no,no,235.8,176,2,FALSE
WA,110,510,no,no,185.1,165.1,3,FALSE
NH,124,415,no,no,254.3,78.9,2,FALSE
MT,10,510,no,no,183,214.8,2,FALSE
NE,89,415,no,yes,163.5,274.8,2,FALSE
WA,121,408,no,no,207.9,210.5,2,FALSE
WI,101,415,no,no,248.6,174.9,3,FALSE
AR,103,415,no,yes,185.4,197.6,2,FALSE
WI,51,408,no,no,197.8,221,1,FALSE
DE,2,415,yes,no,132.1,138.9,2,TRUE
NH,111,510,no,no,197.1,227.8,0,FALSE
VA,118,415,no,no,154.6,184.2,2,FALSE
TN,17,510,no,yes,153.1,185.9,6,TRUE
VA,130,408,no,no,211.2,231.1,2,FALSE
ID,193,415,no,no,96.8,142.6,2,TRUE
TN,114,510,no,no,172,276.4,1,FALSE
AZ,137,415,no,no,141.1,147.2,2,FALSE
MT,185,408,no,yes,151.1,244.7,2,FALSE
OK,101,408,no,no,209.6,228.8,3,FALSE
ID,95,415,no,yes,247,125.6,3,FALSE
NV,7,408,no,yes,221.4,165.8,1,FALSE
KS,126,408,no,no,321.3,167.9,1,TRUE
WY,71,415,no,no,243.7,60,0,FALSE
MS,124,415,no,no,251.5,214.2,3,FALSE
WY,97,510,yes,no,236.9,157.6,0,TRUE
TX,28,415,no,no,159.7,216.7,2,FALSE
WA,90,415,yes,no,148.2,220.4,4,TRUE
HI,190,408,no,no,150.9,268.6,1,FALSE
IL,31,415,no,yes,210.5,250.5,1,FALSE
AK,52,415,no,yes,170.9,201.4,2,FALSE
MD,73,510,no,no,254.7,90.2,0,FALSE
MA,111,415,no,no,284.4,157,0,TRUE
SD,98,415,no,no,0,159.6,4,TRUE
PA,106,408,yes,no,133.7,187.8,1,TRUE
NC,111,408,no,no,224.9,191.9,0,FALSE
VT,59,408,no,no,151.8,209.9,1,FALSE
KY,71,510,no,yes,141.4,163,2,FALSE
WA,55,408,no,no,285.7,230.9,0,TRUE
LA,13,415,no,no,58.4,262.2,1,FALSE
WA,136,415,no,yes,90.4,201.3,0,FALSE
ME,123,408,no,no,114.4,216.6,0,FALSE
WI,105,408,no,no,147.7,222.7,2,FALSE
TX,50,408,no,yes,302.7,240.5,3,FALSE
IA,118,415,no,no,136.1,204.2,1,FALSE
AZ,97,408,no,no,169.7,165.9,3,FALSE
ND,51,510,no,no,227.2,194.4,0,FALSE
VT,73,415,no,no,217.8,220.6,1,TRUE
HI,35,415,no,no,124.2,123.9,2,FALSE
WY,64,415,no,no,206.2,232.4,1,FALSE
WV,63,510,no,no,132.9,67,3,FALSE
OK,117,415,no,yes,104.9,237.6,3,FALSE
CT,115,415,no,no,245,250.7,1,TRUE
UT,162,408,no,no,184.5,224,1,FALSE
NY,89,415,no,no,89.5,179.3,3,FALSE
VA,94,415,yes,no,235.6,194.8,1,FALSE
VT,129,408,no,no,186,262.3,4,FALSE
SD,86,415,no,no,223.9,155.7,1,FALSE
PA,96,510,no,no,179.5,162.3,1,FALSE
ND,190,415,no,no,169.4,253.5,1,FALSE
CT,80,408,no,no,118.1,144.3,1,FALSE
SC,108,415,no,no,112,193.7,4,TRUE
MI,97,408,no,yes,168.4,225.9,0,FALSE
VT,84,415,no,yes,214.3,188.2,0,FALSE
OH,65,415,no,no,245.7,241.9,4,TRUE
VT,131,415,no,yes,156.6,71,1,FALSE
IL,58,415,yes,yes,142.8,272.3,1,FALSE
MO,36,415,no,no,202.4,230.7,3,FALSE
WI,54,415,no,no,116.8,123.1,1,FALSE
NJ,45,510,no,no,155.7,260.3,1,FALSE
GA,125,415,no,yes,236.1,289.2,2,FALSE
VT,72,415,no,yes,138.1,260.1,2,FALSE
CT,141,408,no,no,51.9,162,3,FALSE
AZ,113,510,no,no,81.3,220.6,0,FALSE
SD,20,415,no,yes,171.5,153.1,0,FALSE
CT,212,415,no,no,126,144.3,1,FALSE
IN,99,415,yes,no,197.2,156,4,FALSE
OH,94,510,no,no,194.1,227.2,1,FALSE
NY,40,510,no,no,115.7,127.8,1,FALSE
NE,86,510,no,yes,157.2,196.3,3,FALSE
OK,101,415,no,no,269.7,207.6,3,TRUE
NC,170,415,no,no,246.4,228.1,0,FALSE
HI,105,510,no,no,227.4,268.5,1,FALSE
UT,103,415,no,no,189.8,115.5,0,FALSE
MD,140,415,yes,yes,188.9,160.9,4,FALSE
VT,101,510,no,no,0,192.1,1,FALSE
TX,98,408,no,yes,110.5,227.8,1,FALSE
AZ,104,408,no,no,167.6,219.2,4,FALSE
VA,115,415,no,no,132,197.5,3,FALSE
WI,112,408,no,no,167.8,247.9,0,FALSE
NE,70,415,no,no,213.4,204.7,1,FALSE
KY,126,510,no,no,175.4,98.3,0,FALSE
NV,87,510,no,yes,82.6,224.4,3,FALSE
MT,125,510,no,no,143.2,88.1,4,TRUE
MO,86,415,no,no,125.5,269.8,1,FALSE
MS,73,415,no,yes,82.3,256.1,6,TRUE
NM,232,408,no,no,165.6,195.9,1,FALSE
NJ,1,415,no,yes,183.1,232.6,0,FALSE
NH,133,408,no,no,162.1,212.1,1,FALSE
NC,103,510,no,no,166.6,192.4,1,FALSE
MT,131,415,no,yes,135.9,233.2,1,FALSE
SD,95,408,no,yes,165.7,215.6,0,FALSE
VA,182,415,no,no,176.1,174.9,1,FALSE
LA,99,510,no,no,142.3,204.5,0,FALSE
NV,27,510,no,no,177.6,296.8,3,FALSE
AK,141,408,no,no,83.2,190.6,1,FALSE
OH,29,415,yes,yes,235,183.3,2,FALSE
NM,65,415,no,no,105.7,141.8,2,FALSE
MI,81,415,yes,no,149.4,171.9,3,TRUE
MN,37,415,no,yes,264.7,216.5,0,FALSE
WY,107,510,no,yes,160.3,221.5,1,FALSE
WY,127,415,yes,yes,95.9,159.5,1,FALSE
WA,78,408,no,no,140.7,195.2,0,FALSE
NM,55,510,no,no,119.7,231.8,2,FALSE
VA,86,415,no,yes,99.9,263.5,2,FALSE
RI,176,415,no,no,250.9,171.4,2,FALSE
AL,96,415,yes,no,200.6,289.5,2,FALSE
WV,11,510,no,yes,209.8,196.6,1,FALSE
WV,48,415,no,yes,198,273.7,1,FALSE
NJ,127,510,no,no,239.8,128.9,1,FALSE
TN,63,415,no,no,164.5,147.9,0,FALSE
MI,79,510,no,no,220.9,192.2,1,FALSE
UT,47,408,no,yes,112.8,243.9,2,FALSE
IL,89,415,yes,yes,112.6,261.7,0,TRUE
MI,83,510,no,yes,226.4,234.7,1,FALSE
WI,126,415,yes,yes,244.9,219.6,4,FALSE
ND,60,510,no,no,203.2,235.8,2,FALSE
VT,122,415,no,no,136.7,243.1,0,FALSE
WA,136,408,no,no,152.6,208.9,1,FALSE
NC,172,408,no,yes,274.9,186.6,1,FALSE
ME,102,510,no,no,195.7,209.1,1,TRUE
SD,113,415,yes,no,204.3,188.8,1,FALSE
WV,79,415,no,no,222.3,146.2,3,FALSE
ID,55,510,no,yes,222.5,171.5,1,FALSE
LA,111,415,no,yes,128.8,157.3,2,FALSE
GA,160,415,no,no,174.3,171.3,0,FALSE
FL,110,415,no,no,242.5,162.3,4,FALSE
CO,192,415,no,no,221.6,285.2,4,FALSE
NV,93,408,no,no,114.3,221.1,0,FALSE
IN,101,415,no,yes,219.7,186.8,2,FALSE
VA,77,510,no,no,144.9,151.3,2,FALSE
UT,105,415,no,yes,236.5,117,2,FALSE
UT,133,408,no,yes,174,209.4,2,TRUE
MO,131,408,no,no,109.5,332.1,1,FALSE
CT,106,510,no,yes,81.6,235.6,1,FALSE
HI,118,415,no,no,133.4,121,1,FALSE
MD,125,408,no,no,137.1,209.8,1,FALSE
VA,95,415,no,no,197,190.4,0,FALSE
MT,80,415,no,no,198.1,156.7,3,FALSE
SC,145,408,no,no,39.5,264.3,0,FALSE
CO,37,408,no,no,199.5,207.5,2,FALSE
ID,87,415,no,no,156.8,215.8,1,FALSE
AL,69,415,no,no,183.4,237.6,3,FALSE
CO,83,510,no,no,132.4,121.6,1,FALSE
UT,195,415,no,no,63.2,220.2,0,FALSE
DE,67,415,yes,yes,181.1,215.9,0,TRUE
OH,75,510,no,yes,117.5,206.8,3,FALSE
RI,123,415,no,yes,218.7,163.4,0,FALSE
FL,41,415,no,yes,207.3,137.3,1,FALSE
OH,75,415,no,no,150.6,301.5,0,FALSE
MD,76,415,yes,no,273.3,263.6,1,TRUE
IL,86,415,yes,no,266.1,182,1,FALSE
PA,140,408,no,no,112.8,156.7,0,FALSE
AZ,70,415,no,no,104.7,82.2,3,FALSE
NH,121,510,no,yes,193.8,197.6,0,FALSE
RI,112,415,no,no,168.6,298,1,FALSE
HI,118,415,no,no,253.2,201,2,FALSE
NJ,66,415,no,yes,174.7,232.1,1,FALSE
WI,78,408,no,no,87,193.6,0,FALSE
MD,129,415,no,yes,204.5,132.8,2,FALSE
OR,6,408,no,no,226.5,152.1,3,FALSE
NV,107,510,yes,no,234.1,163.1,1,FALSE
AR,107,415,yes,no,133.3,182.9,3,TRUE
MT,138,415,no,no,133.9,166.4,1,FALSE
CT,103,510,no,no,160.2,138.9,0,FALSE
UT,116,415,no,yes,230.6,224.1,0,FALSE
GA,189,408,no,no,227.4,176,2,FALSE
NV,161,415,no,no,72.8,267.1,2,FALSE
TN,1,415,no,no,196.1,296.5,1,FALSE
DE,89,408,no,no,197.1,165.9,1,FALSE
NY,64,408,no,no,219.6,303.3,1,FALSE
MT,126,415,no,yes,153.4,151.4,4,TRUE
IA,129,415,no,no,216,186.9,2,FALSE
VT,128,510,no,yes,222.9,262,0,FALSE
LA,81,415,no,yes,115.9,236.6,3,FALSE
MT,114,510,no,no,189.8,147.7,1,FALSE
NH,50,408,no,no,154.7,298,0,FALSE
WV,86,415,no,no,136.4,202.5,3,FALSE
ID,96,408,no,no,170.5,277.5,1,FALSE
AZ,72,510,no,no,272.4,107.9,0,FALSE
SC,64,510,no,yes,210,232.7,8,FALSE
WV,57,415,yes,yes,236.5,163.1,2,FALSE
OH,65,510,no,no,153.9,220.1,2,FALSE
MD,163,408,no,no,223,227,1,FALSE
MD,136,415,no,no,252.4,167.9,2,FALSE
MN,116,408,no,no,197.9,168.1,1,FALSE
NE,93,408,no,no,152.4,274.6,3,FALSE
MN,142,510,no,yes,237.4,175.9,3,FALSE
NY,92,408,no,no,265.6,180.7,1,FALSE
HI,70,415,no,no,197.3,305.8,1,FALSE
MO,22,408,no,yes,199.1,221.8,1,FALSE
NV,37,415,no,no,233.7,207.9,2,FALSE
MA,51,415,no,no,183.1,160.1,1,FALSE
NH,174,408,no,no,139.4,143.4,2,FALSE
UT,68,415,no,no,213.9,260.5,1,TRUE
FL,130,415,no,no,207.1,200.1,1,FALSE
WA,104,415,no,no,139.7,202.6,2,FALSE
CT,134,408,no,no,177.2,228.7,2,FALSE
KY,108,415,no,yes,169.8,173.7,2,FALSE
NM,103,415,no,no,173.5,244.3,3,FALSE
ND,62,510,no,no,159.9,172.2,1,FALSE
NV,162,415,no,no,115.1,196.8,2,FALSE
CA,93,510,no,yes,136.8,179.5,2,FALSE
ID,42,415,no,no,92.2,211.2,1,FALSE
OK,155,415,no,yes,243.9,133,2,FALSE
IA,36,510,no,no,117.1,235.4,0,FALSE
OH,143,415,no,no,223.3,167.1,0,TRUE
NJ,197,510,no,no,154.8,171.5,3,FALSE
IA,81,510,no,no,261.4,215.7,1,TRUE
DE,138,510,yes,no,46.5,186,4,TRUE
CA,103,415,no,yes,149.9,170.9,0,TRUE
WY,127,510,yes,no,242.2,226.1,2,TRUE
OR,136,510,no,no,259.4,172.7,1,TRUE
ME,99,415,no,no,222.4,185.8,2,FALSE
AR,95,415,no,no,69.4,190.8,0,FALSE
ME,118,408,yes,yes,156.5,209.2,4,TRUE
WV,113,415,no,no,61.2,92.3,5,TRUE
PA,128,408,yes,no,245.2,101.5,0,FALSE
HI,117,408,no,no,102.3,135.2,3,FALSE
MT,48,415,no,yes,230.9,167.6,3,FALSE
DC,81,510,yes,no,227.4,211.5,0,FALSE
AR,57,510,no,no,192.8,158,1,FALSE
MS,140,408,no,no,162.6,206.2,1,FALSE
OH,107,510,no,yes,219.4,180.5,2,FALSE
MO,56,415,no,no,137.2,165.9,1,FALSE
TX,159,415,no,no,87.7,278.2,1,FALSE
MD,102,415,no,no,271.1,172,1,FALSE
CT,107,408,no,no,103.4,189.3,1,FALSE
SC,106,408,no,no,52.2,220.1,2,FALSE
MI,225,415,no,no,165.4,273.7,0,TRUE
SD,75,408,no,no,147.5,191.7,2,FALSE
CO,86,415,no,no,217.8,214.7,0,FALSE
ID,169,415,no,no,235.7,136.9,1,FALSE
AZ,122,510,no,yes,204.5,139.6,2,FALSE
FL,106,408,no,no,178.4,247,0,FALSE
MN,52,415,no,yes,130.1,247.2,2,FALSE
DE,79,415,no,yes,103.7,236.3,2,FALSE
MI,135,415,no,no,239.9,177.1,2,FALSE
MS,70,408,no,no,148.4,267.1,0,FALSE
MA,80,408,no,no,148.6,210.8,2,FALSE
CA,37,415,no,no,191.1,129.2,0,FALSE
MN,161,415,no,yes,218.5,112.7,1,FALSE
VT,137,510,no,no,97.5,195.8,1,FALSE
CT,123,415,no,no,128.7,117.6,0,FALSE
WV,80,415,no,yes,236.6,197.5,2,FALSE
WV,94,415,no,no,85.9,226.7,0,FALSE
NE,105,415,no,yes,141.2,167.7,1,FALSE
NC,73,415,no,yes,194.4,176,0,FALSE
NE,112,415,no,no,167.6,154.5,2,FALSE
IL,179,408,no,no,234.5,164.2,1,FALSE
MA,57,510,no,no,154.2,196.7,1,FALSE
AZ,127,415,no,yes,143.2,169.9,1,FALSE
SD,122,415,yes,yes,216.4,249.7,1,FALSE
MT,33,510,no,yes,161.9,151.2,1,FALSE
VT,94,408,no,no,118.7,205.1,3,FALSE
UT,100,408,no,no,179.1,196.6,1,FALSE
HI,106,415,no,no,147.9,209.3,2,FALSE
DC,148,415,no,yes,209.2,116.6,2,FALSE
WI,120,415,no,yes,244.3,322.3,0,FALSE
UT,91,415,no,yes,175.3,262.3,1,FALSE
WA,86,510,no,no,150.5,120.3,1,FALSE
SD,78,415,no,yes,197.4,295.7,0,FALSE
MT,94,510,no,no,163.5,143.7,1,FALSE
NJ,85,415,no,no,236.9,197.7,2,TRUE
CT,89,415,no,no,82.3,167.2,1,FALSE
VA,128,415,no,no,216,153.7,1,FALSE
NC,115,415,yes,no,180,198.8,1,FALSE
AK,76,415,no,no,143.7,173.1,1,FALSE
MD,75,415,no,yes,198.2,280.4,1,FALSE
IL,90,415,no,yes,185.6,219.7,2,FALSE
CT,30,408,no,no,137.6,162,3,FALSE
KS,105,415,yes,no,273.9,278.6,1,TRUE
MA,102,415,no,yes,125.3,141.2,3,FALSE
NJ,83,415,no,no,178.8,167.9,3,FALSE
AR,63,510,no,yes,214.9,198.2,0,FALSE
MS,155,408,no,no,163,203.9,2,FALSE
ND,82,415,no,yes,163.8,134.9,2,FALSE
IN,87,510,no,no,189.5,204.9,1,FALSE
MI,115,415,no,yes,155.2,230.9,0,FALSE
AR,99,510,yes,no,242.3,350.9,0,TRUE
VT,121,415,yes,yes,254.1,180.2,3,FALSE
NM,141,415,no,no,160.1,256.7,2,FALSE
AL,95,415,no,no,194.6,232.8,3,FALSE
MT,184,415,no,no,236.4,287.3,1,TRUE
CT,74,408,no,no,157.1,213.1,2,FALSE
TN,67,415,no,no,179.8,173.2,0,FALSE
ID,104,415,yes,no,148.2,161.8,0,FALSE
TX,71,415,no,yes,183.2,209.4,1,FALSE
NH,149,415,no,no,119.2,168.3,4,TRUE
ND,154,408,no,yes,224,192,0,FALSE
SC,138,510,no,yes,19.5,140.9,0,FALSE
KS,117,415,no,no,184.8,248.6,1,FALSE
ME,130,408,no,no,176.3,201,1,FALSE
RI,73,415,no,no,241.7,168.5,2,FALSE
WI,100,510,no,yes,224.7,294,0,FALSE
NC,149,510,no,no,207.3,198.4,1,FALSE
OH,29,408,no,no,196.8,168,2,FALSE
WY,131,510,no,no,110.9,115.6,1,FALSE
NJ,153,510,no,no,122.5,273.3,2,FALSE
ND,84,510,no,no,226.9,201.6,2,FALSE
WI,133,510,no,no,187,141.4,2,FALSE
KY,112,415,no,no,170.5,193.2,0,FALSE
NY,87,415,no,no,204.8,161,0,FALSE
MO,72,415,no,no,165.9,235.9,2,FALSE
AZ,66,510,no,no,154,198.9,4,TRUE
MN,65,510,no,yes,158.1,322.2,1,FALSE
CO,74,415,no,no,225.2,215.1,2,FALSE
MD,116,408,no,no,159.4,179.5,6,TRUE
AR,68,510,no,no,172.7,139.1,2,FALSE
TN,68,415,no,no,222.8,175.8,3,FALSE
DE,54,415,yes,no,214.1,240.5,1,FALSE
TN,99,408,no,no,54.8,173,1,FALSE
WI,107,408,no,no,134,174.5,3,FALSE
WV,124,510,no,no,184.8,175.1,1,FALSE
CT,95,415,no,yes,283.1,286.2,3,FALSE
MN,173,510,no,no,291.8,214.3,0,TRUE
MO,110,408,no,no,222.7,105.8,1,FALSE
VA,102,510,no,no,174.5,236.8,0,FALSE
NH,130,408,no,no,68.4,193.3,0,FALSE
OK,91,408,no,yes,273,215.5,1,FALSE
CT,64,415,yes,no,225.3,108.2,1,TRUE
TN,176,415,no,yes,283.2,162.6,1,FALSE
MD,93,510,yes,no,131.4,219.7,1,TRUE
WI,84,510,no,yes,89.7,138.6,1,FALSE
SD,138,510,no,no,127.1,247.7,3,FALSE
ND,101,415,no,yes,105.9,231.7,1,FALSE
VA,136,408,no,no,142.3,158,2,FALSE
UT,111,510,no,no,191.3,138.5,2,FALSE
MA,132,408,no,yes,201.9,156.3,0,FALSE
SD,128,415,no,no,247.3,182.7,3,FALSE
AL,92,408,no,yes,242.2,159.7,1,FALSE
AL,197,415,yes,no,127.3,222.3,5,TRUE
WV,191,408,no,no,162,241.2,1,FALSE
SC,99,415,no,yes,179.1,238.3,2,FALSE
FL,106,415,no,yes,197.4,123.4,3,FALSE
KY,88,415,no,no,148.2,308.7,2,FALSE
UT,78,415,no,no,193.1,172.1,0,FALSE
NY,98,408,no,no,171.7,174.8,1,FALSE
MS,17,408,no,yes,198.5,270.6,1,FALSE
NH,56,415,no,yes,121.7,184,1,FALSE
VA,84,415,no,no,130.2,278,2,FALSE
VT,95,510,no,no,203.4,168.6,2,FALSE
WY,16,415,no,no,174.7,280.8,5,FALSE
NV,76,510,yes,no,241,231.8,1,TRUE
WV,93,415,no,no,141.7,221,0,FALSE
WA,83,408,no,no,134.8,167.2,2,FALSE
KS,123,415,no,no,163.1,249.4,1,FALSE
VT,64,408,no,no,145.5,228.4,1,FALSE
OK,82,510,no,no,329.8,208.3,0,TRUE
GA,107,510,no,no,194.5,186.3,2,FALSE
CO,110,510,no,no,131.9,272.7,1,FALSE
AK,96,408,no,yes,150,159.4,1,FALSE
TN,47,415,no,yes,196.6,241.4,2,FALSE
KY,115,510,no,no,99.7,145.1,2,FALSE
PA,69,415,no,no,143.6,141.8,3,FALSE
CT,163,408,no,yes,231.9,211.8,2,FALSE
CT,90,415,no,no,37.8,155.3,3,FALSE
MN,98,415,no,no,72.8,186.4,3,FALSE
WY,90,408,no,yes,94.8,219.1,1,FALSE
PA,174,415,no,yes,221.8,210.6,1,FALSE
OR,95,415,no,no,269,233.7,2,TRUE
PA,79,415,no,no,268.3,185.5,1,TRUE
OK,123,415,no,yes,198.7,249,1,FALSE
VT,99,415,no,no,115.5,218.1,7,TRUE
ID,114,415,no,no,202.1,195.7,2,FALSE
PA,141,510,no,no,215.6,200.6,1,FALSE
